13,1308,20150306,44,2.3,6.0,0,1.1118829906349217
12,1201,20150306,44,1.76,6.56,0,0.5718123109825421
22,2204,20150306,17,3.5,3.7,0,0.24878806350192262
15,1505,20150306,17,9.9,9.9,0,1.022442609594996
22,2203,20150306,17,1.0,1.0,0,1.1095273177128284
22,2205,20150306,17,2.9,2.9,0,1.1002855216012755
12,1201,20150306,44,2.7,6.56,0,1.055139423549212
12,1201,20150306,44,4.41,7.6,0,0.3825235360784838
12,1201,20150306,44,1.96,5.56,0,0.47946559488454765
12,1203,20150306,40,8.93,30.0,0,0.26987158730404026
12,1203,20150306,40,7.06,17.6,0,0.9031556928668346
15,1517,20150306,17,9.2,9.7,0,0.7711071448604127
12,1201,20150306,44,3.4,4.98,0,1.0995430740237784
20,2008,20150306,17,2.6,3.3,0,0.648251524218038
12,1201,20150306,44,0.86,12.0,0,1.09884551062691
12,1201,20150306,44,5.2,2.56,0,0.19280142145041157
12,1203,20150306,40,10.32,30.0,0,0.7567289181793243
23,2303,20150306,48,2.9,2.9,0,1.03866067652138
12,1201,20150306,44,1.08,5.56,0,1.1069709296655839
12,1201,20150306,44,0.94,5.8,0,0.18061919599126963
23,2303,20150306,5,1.0,2.5,1,0.19752372668596818
30,3016,20150306,38,19.5,1.7,0,1.107547188865227
15,1505,20150306,5,9.9,9.9,0,1.118286516841262
20,2010,20150306,5,52.9,56.9,0,1.1176027855657413
34,3403,20150306,48,9.9,20.0,1,1.1176998843123371
15,1518,20150306,48,36.0,1.8,1,1.1176998843123371
30,3007,20150307,54,12.9,12.9,0,1.1555382585869314
22,2203,20150307,17,28.8,33.9,1,1.1176498645568136
15,1518,20150307,42,59.0,76.0,1,1.1175984701462836
30,3016,20150307,38,12.9,17.7,1,1.1044402421414603
20,2009,20150307,17,7.5,7.7,0,1.1169650318419124
22,2211,20150307,17,12.9,13.9,0,1.1067673299874705
15,1505,20150307,48,11.8,11.8,0,1.1168711944789773
15,1517,20150307,17,12.9,14.9,1,1.1157917325008802
23,2311,20150307,5,16.9,18.7,0,1.1128206275978652
30,3016,20150307,42,11.5,15.9,1,1.1158303724070413
30,3013,20150307,54,3.9,4.9,1,1.1042541171392224
34,3423,20150307,33,44.9,99.0,1,1.1073355566568848
30,3006,20150307,17,18.9,18.9,0,1.1176998843123371
22,2202,20150307,49,12.4,51.6,0,1.116631608066849
20,2013,20150307,5,7.2,7.3,0,0.7652936355331124
12,1201,20150307,44,5.46,7.8,0,1.1039821604729196
12,1201,20150307,44,2.7,3.96,0,0.5732520128955588
15,1505,20150307,37,17.8,17.8,0,0.5773936349079318
20,2008,20150307,17,1.2,1.3,0,1.1069438349643452
23,2301,20150307,5,2.8,3.0,0,1.0379483869503803
23,2304,20150307,5,4.9,4.9,0,1.1067945796388639
22,2201,20150307,40,21.11,66.0,1,1.1090899674780434
20,2011,20150307,5,3.8,3.8,0,1.1176997601574326
22,2202,20150307,40,3.8,27.8,1,1.1032341774764278
22,2202,20150307,17,11.9,14.3,1,0.9730337683473008
22,2201,20150307,17,5.9,5.9,0,1.105018163604083
12,1202,20150307,9,2.0,2.0,0,1.1095229666381636
13,1308,20150307,53,1.0,0.5,0,0.9976101320209146
15,1518,20150307,48,49.0,5.5,1,1.8850285347845273
12,1201,20150307,44,3.5,2.58,0,1.6404291842600922
12,1201,20150307,44,4.4,5.6,0,0.7676622603201338
23,2303,20150307,5,15.0,5.3,0,0.8257818345717811
21,2101,20150307,54,4.9,4.9,0,1.122345635386344
21,2101,20150307,54,4.9,4.9,0,1.1176998768438444
30,3006,20150307,17,8.9,16.9,1,1.1176998768438444
12,1201,20150307,44,3.97,5.8,0,1.1175930985712164
12,1201,20150307,40,3.73,20.0,0,0.7883828883354435
22,2202,20150307,40,9.12,51.6,1,0.5103340751235448
22,2211,20150307,48,5.5,5.5,0,0.7726887730003187
22,2207,20150307,17,1.0,1.0,0,1.1173453959472286
20,2009,20150307,17,2.8,2.8,0,1.1144353452460307
23,2303,20150307,5,2.4,2.7,0,1.1753897304043361
22,2208,20150307,38,4.9,4.9,0,1.1055320167048832
12,1203,20150307,40,9.94,11.98,0,1.1170776718412179
10,1001,20150307,44,5.3,29.8,0,1.34911246840916
12,1203,20150307,40,14.85,30.0,0,0.6721199937336854
22,2201,20150307,17,2.8,2.9,0,1.1999637853658862
22,2204,20150307,49,4.94,25.8,1,1.1044524872531143
12,1201,20150307,44,2.03,15.6,0,0.9536577940092708
12,1203,20150307,40,8.1,12.0,0,0.594205647023682
30,3018,20150307,38,13.5,15.9,1,1.164338888221233
12,1201,20150307,44,1.13,6.56,0,1.1170806674418936
22,2204,20150307,17,17.9,17.9,0,0.5286009300196205
34,3402,20150307,48,24.9,24.9,0,1.1164787128537645
20,2011,20150307,5,4.8,4.8,0,1.1176998843123371
12,1203,20150307,40,12.39,11.98,0,1.1058436087749133
12,1201,20150307,44,1.94,5.8,0,1.2015478729372226
20,2005,20150307,45,8.5,8.5,0,0.5148474044320098
20,2006,20150307,44,19.5,5.58,1,1.1335098332390428
22,2205,20150307,17,16.9,16.9,0,1.1287670960493512
30,3006,20150307,17,8.9,16.9,1,1.115685729947917
22,2208,20150307,5,10.9,10.9,0,1.1175930985712164
12,1201,20150307,44,1.0,1.98,0,1.1070066101804823
20,2013,20150307,17,3.5,3.7,0,0.5273520200963093
22,2202,20150307,40,9.73,39.8,0,1.1505344118126055
20,2010,20150307,37,89.9,109.0,1,1.1176958882719306
30,3018,20150307,38,5.5,5.7,0,1.107804067524139
22,2205,20150307,17,4.9,4.9,0,1.106818818466097
22,2207,20150307,17,14.9,18.9,1,1.0646036999571737
12,1203,20150307,40,5.31,5.96,0,1.1170011916379254
12,1203,20150307,40,9.51,5.96,0,1.2817373469845008
22,2210,20150307,54,3.5,3.5,0,1.1416587746049622
12,1203,20150307,40,7.84,17.6,0,1.121333416483977
23,2316,20150307,38,110.0,12.0,0,0.9556392453782566
12,1201,20150307,44,1.51,1.76,0,1.6824180063200964
15,1518,20150307,17,32.8,2.7,1,0.5835053775310637
22,2202,20150307,40,4.1,19.6,1,3.9572685665522074
15,1517,20150307,17,13.9,16.3,1,0.7311605167405121
20,2014,20150307,17,1.5,1.7,0,1.114166707321335
23,2311,20150307,5,125.0,99.0,0,1.0901248412312456
15,1518,20150307,17,32.8,2.7,1,1.1176998843123371
15,1517,20150307,17,10.9,13.3,1,3.9572685665522074
22,2202,20150307,17,8.9,8.9,0,1.1087600779131646
20,2011,20150307,5,8.5,8.9,0,1.107162698829589
15,1505,20150307,48,8.9,8.9,0,1.1059838480499178
21,2101,20150307,54,4.9,4.9,0,1.1138101957478521
12,1201,20150307,44,2.19,3.96,0,1.1176998768438444
10,1004,20150307,44,20.19,35.8,0,0.4833465750595567
12,1201,20150307,44,1.7,1.98,0,1.094647644206002
30,3004,20150307,54,3.5,3.7,0,0.5744755037842859
12,1203,20150307,40,22.83,30.0,0,1.1172882301516591
22,2204,20150307,17,5.5,5.5,0,1.2522885345515573
12,1201,20150307,44,2.09,9.6,0,1.0921524771054587
12,1201,20150307,38,4.4,4.98,0,0.5742411102791756
12,1201,20150307,44,1.71,9.6,0,0.9091762568498252
20,2015,20150307,53,38.4,3.2,0,0.5658005301820832
12,1203,20150307,40,19.9,2.0,0,1.9845777840625187
15,1518,20150307,48,48.0,4.0,0,1.2557577506273792
30,3004,20150307,54,11.9,11.9,0,1.3721890581500815
30,3016,20150307,38,2.4,2.9,1,1.1176977928984244
15,1515,20150307,44,11.5,32.6,0,1.0978101830824811
12,1203,20150307,40,5.2,5.96,0,0.96650652787662
12,1201,20150307,44,3.47,1.8,0,1.2569850879836315
20,2011,20150307,5,7.5,7.5,0,0.8944325120835807
23,2301,20150307,5,2.7,3.0,0,1.104422736125819
12,1201,20150307,38,4.4,4.98,0,1.1069253077595167
13,1308,20150307,53,2.0,1.0,0,0.9091762568498252
10,1001,20150307,44,17.1,15.6,0,1.91907818470786
22,2205,20150307,17,2.9,4.3,1,1.1155823660250952
22,2201,20150307,48,31.8,31.8,0,1.0087896754689893
12,1201,20150307,44,7.07,2.58,0,1.1176998843083492
23,2309,20150307,5,18.0,2.5,0,0.8574051940432388
15,1521,20150307,44,19.57,19.2,0,1.119714507112437
20,2011,20150307,5,3.9,3.9,0,1.1168864497682258
30,3016,20150307,11,6.5,6.7,0,1.1035276736819415
30,3008,20150307,5,23.9,23.9,0,1.117694523234165
30,3016,20150307,42,12.9,14.5,1,1.1167666306591055
20,2010,20150307,5,9.9,15.9,1,1.1075660918705486
31,3112,20150307,1,15.0,14.0,0,1.1163103636985057
23,2303,20150307,31,3.5,3.8,0,1.1176415760048521
23,2310,20150307,5,15.5,15.9,0,1.111508282619966
23,2301,20150307,5,4.9,4.9,0,1.1060585551935833
12,1201,20150307,44,1.5,15.6,0,1.106416804138925
30,3016,20150307,42,12.9,14.5,1,0.5192934104062332
21,2104,20150307,17,13.5,13.9,0,1.1075660918705486
22,2201,20150307,49,15.04,59.8,0,1.115974513116543
12,1203,20150307,40,9.01,9.98,0,1.1176033893230581
22,2204,20150307,17,6.2,6.2,0,0.9104956737159878
22,2209,20150307,53,49.0,47.0,0,1.1030448178650818
33,3321,20150307,47,4.5,4.7,0,1.1176977902344134
22,2205,20150307,17,9.3,9.3,0,1.1024617334730382
12,1201,20150307,44,2.72,3.96,0,1.106006990955043
30,3016,20150307,42,11.9,15.5,1,0.5810888397961436
30,3016,20150307,42,14.9,14.9,0,1.1041995242522145
20,2011,20150307,5,2.9,2.9,0,1.1118876174593322
12,1201,20150307,44,6.9,2.58,0,1.1021922279090814
13,1308,20150307,44,3.86,6.0,0,0.8442670263739669
12,1202,20150307,9,4.0,2.0,0,0.7829032955552226
30,3006,20150307,17,20.9,24.9,1,1.470044348672407
10,1001,20150307,44,6.61,27.8,0,1.1128551405538925
22,2205,20150307,17,2.9,4.3,1,0.8076641509817442
15,1505,20150307,5,3.9,6.0,1,1.0087896754689893
30,3006,20150307,19,61.9,77.9,1,1.1074618436024743
12,1201,20150307,44,1.37,6.56,0,1.1176998843123371
10,1001,20150307,44,5.71,19.8,0,0.5286774101681052
12,1201,20150307,55,4.1,6.0,0,1.0062298611423242
20,2013,20150307,48,13.9,14.3,0,0.8560231936686633
30,3016,20150307,42,12.9,14.5,1,1.1176998118933716
12,1201,20150307,44,2.54,6.56,0,1.1075660918705486
20,2011,20150307,5,6.5,6.7,0,0.6218400976052996
34,3416,20150307,11,53.0,50.0,0,1.104025265651395
12,1201,20150307,44,5.51,12.0,0,1.1176998843123371
12,1201,20150307,17,4.4,18.0,0,0.8388214812519881
12,1201,20150307,44,1.35,15.6,0,1.1176998633648314
15,1521,20150307,44,15.61,6.78,0,0.5042641149889466
23,2311,20150307,5,15.5,15.9,0,1.200357509249298
23,2303,20150307,5,7.3,7.5,0,1.1062160341914178
20,2010,20150307,37,49.9,71.9,1,1.1147685123826268
12,1201,20150307,44,3.6,9.0,0,1.1176998843123371
20,2005,20150307,17,2.8,2.9,0,0.6116758807834425
12,1203,20150307,40,6.97,4.0,0,1.1088887018441558
22,2204,20150307,49,22.27,47.8,0,1.5281394553070144
20,2006,20150307,26,4.01,4.4,0,1.117684415169713
15,1518,20150307,48,1.6,2.0,1,1.1173169242036212
22,2210,20150307,17,2.3,2.3,0,1.064983526912066
30,3006,20150307,17,9.9,9.9,0,1.112602870081859
12,1201,20150307,44,1.6,3.96,0,1.1137039240720903
12,1203,20150307,40,21.59,11.98,0,0.3967475598921175
12,1201,20150307,44,1.7,4.0,0,1.123194930462132
21,2101,20150307,54,4.9,4.9,0,0.4078096125529861
12,1201,20150307,44,3.46,5.8,0,1.1176998768438444
30,3006,20150307,17,3.9,4.9,1,0.735934895713915
15,1521,20150307,44,13.4,6.78,0,1.108909898755072
22,2205,20150307,17,2.9,4.2,1,1.2266899031535081
12,1201,20150307,44,2.4,5.6,0,1.0079094353219304
12,1201,20150307,44,2.99,7.6,0,0.5699690663870209
12,1203,20150307,40,5.2,5.96,0,0.6481649598434259
12,1203,20150307,40,12.2,5.96,0,1.2569850879836315
20,2013,20150307,17,5.9,7.9,1,1.1866638803112521
12,1203,20150307,40,10.3,30.0,0,1.1040374866942178
12,1201,20150307,44,6.92,1.96,0,1.0639728490548856
12,1203,20150307,40,12.5,10.0,0,0.8688261570134553
23,2301,20150307,19,13.8,10.9,0,1.1492872934364404
15,1521,20150307,44,6.43,6.78,0,1.1164476318733174
15,1518,20150307,48,52.8,4.4,0,0.8997432675350531
22,2204,20150307,17,5.9,5.9,0,1.213769739652654
22,2207,20150307,53,2.9,2.9,0,1.0991747204724664
34,3423,20150307,33,44.9,99.0,1,1.1745207136092688
15,1505,20150307,17,8.0,8.0,0,1.1176998843123371
15,1505,20150307,5,10.9,13.5,1,1.1154018993907446
20,2005,20150307,19,6.2,6.3,0,1.117699822722221
23,2305,20150307,5,3.0,1.8,0,1.10936211271962
15,1510,20150307,17,5.9,6.3,0,1.107504791432924
20,2014,20150307,49,3.6,9.8,0,1.1070535188129234
12,1201,20150307,44,1.8,1.8,0,0.685228177939712
12,1203,20150307,40,15.4,27.8,0,0.6150868096931116
20,2005,20150307,45,9.5,9.9,0,1.335989726232112
22,2207,20150307,17,3.5,3.5,0,1.1202467748041836
20,2011,20150307,5,3.8,3.8,0,1.047493881054331
23,2310,20150307,5,15.5,15.9,0,1.1032341774764278
12,1201,20150307,44,3.76,16.0,0,1.1060585551935833
21,2101,20150307,54,4.9,4.9,0,0.9036970726331728
21,2101,20150307,54,4.9,4.9,0,1.1176998768438444
15,1517,20150307,17,10.9,13.3,1,1.1176998768438444
12,1203,20150307,40,14.6,5.96,0,1.1087600779131646
13,1301,20150307,49,7.1,20.0,0,1.12510850248049
30,3010,20150307,48,15.9,15.9,0,0.6940842409069885
13,1308,20150307,53,2.0,0.5,0,1.1134154862802295
10,1001,20150307,44,33.94,25.8,0,2.0040775891577463
11,1101,20150307,49,12.45,30.0,0,1.117699877963319
22,2201,20150307,40,1.65,19.8,1,1.1084854177779275
12,1201,20150308,44,1.5,12.0,0,0.8296810307041067
20,2013,20150308,5,9.9,9.9,0,0.6635082672780404
12,1201,20150308,44,3.62,6.56,0,1.112460310933305
22,2203,20150308,17,5.8,6.3,0,0.8871156016091308
22,2202,20150308,40,10.83,73.8,1,1.1100037447304971
15,1504,20150308,23,4.9,5.3,0,1.0511783665801162
15,1521,20150308,44,5.44,6.78,0,1.1163169943282165
15,1505,20150308,5,9.9,9.9,0,0.9171645355683424
12,1202,20150308,9,1.5,1.5,0,1.1176455434549168
12,1203,20150308,40,7.96,30.0,0,0.9448891212234714
23,2309,20150308,48,27.0,27.0,0,0.9724738196055241
12,1202,20150308,44,2.46,7.76,0,1.1176998840034784
15,1518,20150308,48,3.3,3.3,0,0.8934617160681784
22,2205,20150308,17,7.9,8.3,0,1.148343412436615
30,3006,20150308,17,6.9,6.9,0,1.111412438042333
12,1201,20150308,44,2.62,3.8,0,1.1080638073727773
12,1203,20150308,40,16.8,17.6,0,0.7004766612523428
13,1308,20150308,44,5.65,6.0,0,1.2403216180745193
33,3319,20150308,17,3.0,3.0,0,1.0341978552120397
12,1203,20150308,40,7.8,17.6,0,1.1090494008056755
30,3004,20150308,54,8.9,8.9,0,1.0473271563698512
12,1201,20150308,44,2.6,5.98,0,1.117453743842108
12,1201,20150308,44,1.84,4.0,0,0.8227377667623859
12,1201,20150308,44,4.39,2.58,0,0.6353841478146668
12,1201,20150308,44,3.22,6.56,0,0.8839980664622994
20,2015,20150308,5,6.5,6.7,0,0.8768980499441147
33,3328,20150308,53,0.5,0.5,0,1.1134016291959847
12,1203,20150308,40,7.49,3.98,0,1.11769982976716
12,1201,20150308,49,8.0,30.0,0,1.3171462987108709
15,1505,20150308,23,6.8,8.5,1,1.117444633181296
30,3010,20150308,5,27.9,27.9,0,1.1176174376177248
15,1501,20150308,17,16.5,16.9,0,1.1159302686514885
22,2204,20150308,17,29.8,39.8,1,1.1175400441533305
30,3018,20150308,38,7.5,7.7,0,1.1176998018530233
33,3319,20150308,54,1.5,1.5,0,1.1115757557940025
12,1201,20150308,44,4.71,16.8,0,1.109094059229253
23,2307,20150308,5,12.0,4.0,0,1.0601217862328813
33,3320,20150308,48,8.9,8.9,0,1.392097739566248
20,2011,20150308,5,4.5,4.7,0,1.1159417429577259
10,1001,20150308,44,16.0,19.8,0,1.1101321599803229
23,2301,20150308,5,2.8,3.0,0,1.1115540711619496
12,1203,20150308,40,9.0,30.0,0,1.111707608282257
15,1501,20150308,51,7.5,7.7,0,1.0314508544336323
15,1518,20150308,48,22.4,2.8,0,1.1135280383126898
22,2205,20150308,17,8.7,8.7,0,1.1180483382027746
23,2302,20150308,48,13.8,11.9,0,1.1119907565626481
22,2201,20150308,48,6.9,6.9,0,1.1176843157541887
20,2009,20150308,17,5.6,5.7,0,1.1122884717734887
15,1501,20150308,17,2.2,2.5,0,1.1434142792843476
22,2202,20150308,49,3.39,39.6,1,1.1096340743327537
31,3114,20150308,38,10.0,10.0,0,1.1170507910495218
15,1518,20150308,48,3.0,3.0,0,1.1158908076525529
20,2009,20150308,49,6.0,6.8,0,1.1221406166247347
30,3010,20150308,48,15.9,15.9,0,1.1091434677405438
13,1301,20150308,49,12.7,20.0,0,1.1160936939419395
12,1201,20150308,44,5.0,3.96,0,0.998600937521419
12,1203,20150308,40,7.2,30.0,0,0.8820265640118423
20,2014,20150308,17,3.0,1.7,0,0.9362937466928948
10,1001,20150308,44,12.99,27.8,0,1.1576475635014856
20,2008,20150308,5,7.5,7.7,0,1.005372127180249
23,2303,20150308,5,3.8,4.0,0,1.1147229949771418
12,1201,20150308,44,1.59,1.98,0,1.1094255012166219
15,1501,20150308,51,18.9,19.3,0,0.7377841658996116
23,2306,20150308,5,4.9,5.0,0,1.117699879474406
15,1505,20150308,5,8.9,8.9,0,1.1149593055189653
30,3007,20150308,19,19.9,19.9,0,1.117251403115802
22,2202,20150308,40,4.91,25.0,1,1.1175941447589355
22,2205,20150308,49,21.56,39.8,1,1.0705403930209165
20,2012,20150308,5,10.9,12.3,0,1.117693628990675
20,2013,20150308,48,8.5,8.9,0,1.10874438838327
12,1203,20150308,40,8.9,11.98,0,1.1115017307187958
12,1201,20150308,44,2.23,5.56,0,1.207406630162183
22,2202,20150308,40,5.07,27.8,1,0.7669461865522843
12,1201,20150308,40,3.79,5.0,0,1.0856999678292483
12,1201,20150308,44,4.1,2.56,0,0.7917081082058586
12,1201,20150308,44,3.62,2.56,0,0.8830020231292983
12,1201,20150308,44,3.08,1.6,0,0.8644589568126433
22,2201,20150308,48,5.5,5.7,0,0.948707983486338
12,1203,20150308,40,16.38,30.0,0,1.1109099613345346
12,1203,20150308,40,8.26,5.96,0,1.2053363329654618
20,2011,20150308,5,3.5,3.7,0,1.1351767442336504
22,2201,20150308,48,13.9,16.3,1,1.1081842913693314
22,2202,20150308,40,3.6,51.6,1,1.1087072883168745
31,3117,20150308,17,4.0,3.9,0,1.1172207815591482
23,2306,20150308,5,9.9,9.9,0,1.1160418044749052
12,1201,20150308,44,1.5,5.8,0,1.1151904918077207
12,1201,20150308,44,1.46,1.98,0,0.7584705689978948
12,1205,20150308,49,1.28,2.0,0,0.7319638445873352
12,1203,20150308,40,10.1,15.9,0,1.0805866064484797
22,2202,20150308,49,12.79,51.6,0,1.0749361055174331
22,2204,20150308,17,5.5,5.5,0,0.8394773446041071
22,2202,20150308,49,7.44,51.6,0,1.103546376844273
12,1202,20150308,44,4.2,7.76,0,1.1124637395846444
15,1505,20150308,17,11.9,11.9,0,0.8594494503417551
22,2202,20150308,48,6.9,6.9,0,1.1101877264319735
12,1201,20150308,44,1.76,1.98,0,1.1127218236806753
12,1203,20150308,40,10.93,5.96,0,0.7486174373607732
20,2003,20150308,8,7.5,7.5,0,1.1466381836636907
12,1202,20150308,44,2.72,9.96,0,1.1176886257174763
12,1201,20150308,44,15.39,6.56,0,0.8480743435849939
12,1201,20150308,44,25.69,5.0,0,1.116195393354849
15,1521,20150308,42,14.9,14.9,0,1.1343152479877698
20,2011,20150308,17,1.9,1.9,0,1.1078140527544527
12,1201,20150308,44,3.72,1.98,0,1.0898162048904239
20,2008,20150308,17,7.5,8.2,0,0.9435603465313981
15,1501,20150308,17,11.5,16.5,1,1.1109936181130773
12,1201,20150308,44,1.2,2.58,0,1.1154552832761135
15,1521,20150308,44,6.28,6.78,0,0.6689429548984465
12,1201,20150308,44,3.5,5.8,0,0.9740843892461871
30,3016,20150308,42,9.9,13.9,1,0.869644317755103
12,1201,20150308,44,2.3,3.96,0,1.1109405394237186
22,2202,20150308,40,4.74,19.8,1,0.6696057382864
31,3114,20150308,17,8.9,13.0,1,0.9074733545100852
23,2306,20150308,5,4.9,5.0,0,1.1176598196296983
12,1203,20150308,40,16.25,3.18,0,1.1149593055189653
15,1518,20150308,48,65.0,3.3,1,1.1318283619821095
22,2205,20150308,17,3.9,3.9,0,1.1554100244452348
12,1203,20150308,40,14.39,4.0,0,1.0670780971466765
12,1201,20150308,44,3.35,18.0,0,1.1492551810783505
22,2209,20150308,44,20.7,138.0,0,1.0265535647052788
12,1201,20150308,44,4.8,2.58,0,1.1176998843123371
30,3006,20150308,17,13.9,16.7,1,0.881581022285546
12,1201,20150308,44,38.9,6.56,0,1.1171566631211627
12,1203,20150308,40,22.4,17.6,0,1.1177678830393127
15,1518,20150308,48,63.6,5.3,0,1.139131897625962
12,1201,20150308,44,5.69,5.8,0,1.2194437250292571
22,2202,20150308,49,2.61,31.8,1,0.9149394612358115
12,1201,20150308,44,3.53,9.96,0,1.109666422863253
12,1201,20150308,44,3.2,7.8,0,0.8103474123740868
12,1201,20150308,49,1.53,1.48,0,0.8648895556547178
23,2317,20150308,5,5.5,7.5,1,0.8225038293453717
20,2012,20150308,5,6.5,6.9,0,1.111795052663698
23,2316,20150308,38,11.0,12.0,0,1.1088855452185278
22,2210,20150308,53,0.8,0.8,0,1.1176998843123258
12,1201,20150308,44,2.43,9.96,0,1.116719682871163
12,1201,20150308,44,2.4,9.6,0,0.8026022442453171
23,2306,20150308,12,3.2,4.0,0,0.8163125549745449
12,1201,20150308,44,1.92,6.56,0,1.1138340743414812
12,1201,20150308,44,1.01,12.0,0,0.8289992164332913
22,2205,20150308,49,9.07,43.8,1,0.653261679868355
22,2205,20150308,40,4.48,35.8,1,1.106910448013928
22,2206,20150308,49,23.07,63.8,0,1.1176987932686224
12,1201,20150308,44,57.9,3.96,0,1.099162612731645
12,1201,20150308,44,14.95,5.98,0,1.1177053374778725
12,1201,20150308,44,4.23,9.6,0,1.1180588069842268
12,1202,20150308,9,3.0,1.5,0,0.7902029289940204
22,2205,20150308,49,18.03,64.0,1,1.15162716391606
12,1201,20150308,44,17.45,9.6,0,1.086908917348241
10,1004,20150308,55,5.84,19.6,0,1.0825996898385843
30,3016,20150308,42,6.9,9.7,1,1.0628289971152185
15,1510,20150308,17,3.9,5.9,1,1.1139874335715125
12,1201,20150308,44,6.9,3.16,0,1.113761233997429
22,2205,20150308,49,3.75,17.0,1,0.9218540578284644
12,1203,20150308,40,6.43,30.0,0,0.959783623574438
23,2303,20150308,5,12.9,15.9,1,0.9155689335776371
20,2002,20150308,19,11.6,14.7,0,1.1129082441953237
20,2011,20150308,5,4.5,4.7,0,1.1090518061189019
30,3016,20150308,42,8.5,9.9,1,1.1101321599803229
15,1518,20150308,48,49.0,5.5,1,1.1146850306547036
22,2204,20150308,17,3.7,3.7,0,1.3099971004831
20,2001,20150308,17,2.5,3.0,0,1.0794883238248376
12,1203,20150308,40,4.88,30.0,0,1.028246363619378
22,2203,20150308,17,9.8,9.8,0,0.9097831696708181
33,3320,20150308,48,26.0,26.9,0,1.111220716549549
20,2013,20150308,5,8.9,8.9,0,1.1176058470361743
12,1201,20150308,49,0.69,1.48,0,1.1117989926975647
13,1308,20150308,53,2.0,1.0,0,0.8286456947100769
22,2201,20150308,48,3.9,4.3,0,1.6289719141401817
30,3006,20150308,48,5.9,7.9,1,1.1101693943641948
12,1201,20150308,44,0.9,5.98,0,1.117685107133443
12,1202,20150308,9,2.0,2.0,0,0.7795959318939754
15,1521,20150308,44,20.23,6.78,0,0.961769471732762
12,1201,20150308,44,1.46,5.56,0,1.1830788557604155
12,1201,20150308,44,1.73,5.8,0,0.7347963236864125
22,2202,20150308,17,11.9,14.3,1,0.7640929675207785
12,1201,20150308,44,2.84,5.8,0,1.1105998752997155
12,1203,20150308,40,8.7,10.0,0,0.8267815776061793
15,1517,20150308,17,12.5,12.9,0,0.9325276380942191
12,1201,20150308,44,3.31,2.56,0,1.114943013310303
10,1001,20150308,44,94.82,27.8,0,0.8419502680818411
20,2011,20150308,37,6.5,6.9,0,1.1176998843178647
23,2303,20150308,5,12.9,15.9,1,1.1148237791741427
20,2008,20150308,17,6.9,8.5,0,1.1129082441953237
23,2303,20150308,5,12.9,15.9,1,1.111612164737353
22,2203,20150308,17,1.0,1.0,0,1.1129082441953237
22,2205,20150308,40,12.91,71.8,1,1.1093792833268659
30,3016,20150308,11,5.0,6.9,1,0.9847638002295445
20,2011,20150308,37,4.9,7.9,1,1.1176973692680807
15,1521,20150308,44,6.23,6.78,0,1.1163592202223809
20,2009,20150308,17,2.3,2.3,0,0.9704476236211308
23,2312,20150308,5,22.9,23.7,0,1.092878322723426
12,1201,20150308,44,4.27,9.6,0,1.117699884364023
12,1203,20150308,40,19.6,25.0,0,0.7889732029872089
22,2203,20150308,17,9.8,9.8,0,1.1541310223009362
